id,first_name,last_name,gender,part_time_job,absence_days,extracurricular_activities,career_aspiration,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score,class,average_score,academic_performance,over_absence_days,final_academic_performance,major_group
1698,Mark,Gardner,male,FALSE,2,FALSE,Unknown,98,92,91,89,95,92,90,A1,92.8,excellent,No,excellent,unknown
1699,Laura,Barber,female,FALSE,2,TRUE,Lawyer,97,89,76,61,91,91,70,B,82.4,good,No,good,law
1700,Nicole,Weeks,female,FALSE,1,FALSE,Designer,83,81,70,90,73,89,87,A,81.6,excellent,No,excellent,art
1701,Ricky,Walker,male,FALSE,0,FALSE,Construction Engineer,92,92,92,66,90,68,66,B,81.4,excellent,No,excellent,computer science
1702,Whitney,Walls,female,FALSE,1,FALSE,Doctor,100,74,80,84,85,82,74,A1,84.1,excellent,No,excellent,healthcare
1703,Catherine,May,female,FALSE,4,FALSE,Software Engineer,86,69,79,85,63,82,77,B,77.5,good,No,good,computer science
1704,Joel,Williams,male,FALSE,8,FALSE,Business Owner,48,80,73,67,84,99,83,A,72.2,average,Yes,below average,economics
1705,Daisy,Ellis,female,TRUE,7,TRUE,Business Owner,69,56,71,84,52,71,88,B,69.6,good,Yes,average,economics
1706,Deborah,Miller,female,FALSE,2,FALSE,Unknown,73,84,97,64,87,82,70,A1,80.9,good,No,good,unknown
1707,David,Hoffman,male,FALSE,3,FALSE,Unknown,82,81,78,95,60,88,72,B,79.3,good,No,good,unknown
1708,Rebecca,Pearson,female,FALSE,3,TRUE,Artist,90,96,89,88,94,73,77,A,87.4,excellent,No,excellent,art
1709,Mitchell,Walker,male,FALSE,5,TRUE,Stock Investor,85,66,61,85,75,94,76,A1,78.2,good,Yes,average,economics
1710,James,Sherman,male,FALSE,2,FALSE,Designer,82,73,64,95,87,73,99,A,81.4,good,No,good,art
1711,Justin,Johnson,male,FALSE,4,FALSE,Game Developer,80,61,96,89,96,61,80,B,82.8,good,No,good,computer science
1712,Brenda,Morales,female,FALSE,10,TRUE,Business Owner,41,53,98,67,61,83,97,A1,72.2,average,Yes,below average,economics
1713,Jesse,Melton,male,FALSE,1,FALSE,Doctor,99,93,88,92,99,94,95,C,94.2,excellent,No,excellent,healthcare
1714,Jon,Mendoza,male,FALSE,2,FALSE,Lawyer,95,95,92,61,63,81,100,C,86.3,good,No,good,law
1715,Samantha,Anderson,female,FALSE,6,FALSE,Unknown,76,69,100,88,65,96,70,C,79.9,good,Yes,average,unknown
1716,Lindsay,Love,female,FALSE,1,FALSE,Doctor,91,92,81,98,88,76,99,A,89.5,excellent,No,excellent,healthcare
1717,John,Benson,male,FALSE,5,FALSE,Banker,98,75,69,65,67,79,72,A,75.7,good,Yes,average,economics
1718,Isaiah,Cruz,male,TRUE,6,FALSE,Construction Engineer,90,71,93,73,80,78,69,A,81,excellent,Yes,good,computer science
1719,Brian,Baker,male,FALSE,3,TRUE,Software Engineer,85,68,73,94,88,86,77,A1,81.5,excellent,No,excellent,computer science
1720,Joshua,Dillon,male,FALSE,5,FALSE,Doctor,100,97,94,87,89,91,100,A,93.9,excellent,Yes,good,healthcare
1721,Christopher,Stephens,male,TRUE,4,FALSE,Scientist,77,81,80,95,80,74,80,A,81.9,good,No,good,science researching
1722,Kimberly,Shaw,female,FALSE,10,FALSE,Business Owner,92,98,60,74,63,89,80,C,82.3,good,Yes,average,economics
1723,Colleen,Vargas,female,FALSE,9,FALSE,Business Owner,53,87,60,94,93,65,88,A,74.7,good,Yes,average,economics
1724,Mark,Mathews,male,FALSE,6,FALSE,Accountant,79,74,78,97,87,85,79,A1,82.1,excellent,Yes,good,economics
1725,Teresa,Lopez,female,FALSE,2,FALSE,Designer,85,89,72,80,99,94,90,C,88.2,excellent,No,excellent,art
1726,Laura,Allen,female,FALSE,1,FALSE,Artist,99,85,60,81,75,78,78,B,81.1,good,No,good,art
1727,Lisa,Sosa,female,FALSE,1,TRUE,Banker,99,91,73,77,81,75,90,C,84.2,excellent,No,excellent,economics
1728,Drew,Nelson,male,FALSE,6,FALSE,Business Owner,65,68,74,50,98,60,83,A1,69.7,good,Yes,average,economics
1729,Kimberly,Brooks,female,FALSE,8,TRUE,Software Engineer,94,83,72,63,65,63,74,C,73.4,good,Yes,average,computer science
1730,Carla,Lopez,female,TRUE,7,FALSE,Business Owner,73,52,89,85,74,66,79,B,75,good,Yes,average,economics
1731,Keith,Smith,male,TRUE,5,FALSE,Software Engineer,85,76,61,93,98,87,67,C,79.7,good,Yes,average,computer science
1732,Eric,Erickson,male,FALSE,4,FALSE,Lawyer,87,82,74,77,100,93,65,A1,83.2,excellent,No,excellent,law
1733,Juan,Baker,male,TRUE,5,FALSE,Business Owner,77,58,90,72,75,88,90,A1,80.5,good,Yes,average,economics
1734,Kyle,Harrison,male,FALSE,1,FALSE,Scientist,85,60,92,92,85,62,84,A,82.9,good,No,good,science researching
1735,Duane,Meyers,male,FALSE,2,FALSE,Software Engineer,91,69,90,76,79,80,82,B,81.3,excellent,No,excellent,computer science
1736,Marissa,May,female,FALSE,1,FALSE,Software Engineer,86,96,83,78,71,78,75,A1,81.4,excellent,No,excellent,computer science
1737,Shane,Lopez,male,FALSE,1,FALSE,Lawyer,78,80,72,65,90,99,95,A1,82.8,excellent,No,excellent,law
1738,Eric,Obrien,male,FALSE,3,FALSE,Lawyer,71,92,92,96,81,81,85,B,84.6,excellent,No,excellent,law
1739,Kevin,Joyce,male,TRUE,4,FALSE,Lawyer,72,85,92,83,84,96,81,B,83.2,excellent,No,excellent,law
1740,Thomas,Ward,male,FALSE,3,FALSE,Software Engineer,88,92,88,100,89,94,87,A1,90.8,excellent,No,excellent,computer science
1741,Toni,Smith,female,FALSE,5,FALSE,Unknown,68,100,94,69,93,64,93,B,81.1,good,Yes,average,unknown
1742,Caitlin,Moody,female,TRUE,2,FALSE,Doctor,81,75,94,93,87,77,67,C,79.3,good,No,good,healthcare
1743,Justin,Ryan,male,TRUE,1,FALSE,Banker,92,69,92,91,82,89,69,A,85.9,excellent,No,excellent,economics
1744,Joseph,Griffin,male,FALSE,0,FALSE,Accountant,84,64,82,81,85,84,89,B,81.9,good,No,good,economics
1745,Dawn,Fox,female,FALSE,2,TRUE,Stock Investor,89,60,82,90,96,67,68,C,74.7,good,No,good,economics
1746,David,Ochoa,male,FALSE,1,FALSE,Software Engineer,94,66,84,92,71,81,99,C,83.3,excellent,No,excellent,computer science
1747,Bonnie,Brown,female,FALSE,1,TRUE,Unknown,64,89,91,99,60,98,93,C,87.4,good,No,good,unknown
1748,Michael,Evans,male,TRUE,5,FALSE,Stock Investor,81,88,85,90,93,62,96,A1,82.3,good,Yes,average,economics
1749,Molly,Meadows,female,FALSE,1,TRUE,Teacher,80,93,89,79,89,93,100,B,87.1,excellent,No,excellent,teaching
1750,Dana,Peters,female,FALSE,4,FALSE,Unknown,75,65,66,79,91,82,72,A1,75.3,good,No,good,unknown
1751,Patricia,Phelps,female,FALSE,4,TRUE,Lawyer,87,90,98,90,83,94,84,A1,90.5,excellent,No,excellent,law
1752,Maria,Jones,female,FALSE,7,FALSE,Business Owner,58,50,73,54,94,51,74,A,63.9,average,Yes,below average,economics
1753,Anthony,Johns,male,FALSE,3,FALSE,Government Officer,60,90,87,91,78,77,82,C,81.4,good,No,good,politology
1754,David,Schmidt,male,TRUE,5,FALSE,Real Estate Developer,91,70,88,68,88,63,68,A,78.3,good,Yes,average,economics
1755,Amanda,Cox,female,FALSE,3,FALSE,Scientist,95,97,89,97,99,85,92,A,93.5,excellent,No,excellent,science researching
1756,William,Patterson,male,FALSE,3,FALSE,Artist,70,100,92,73,67,68,76,C,79,good,No,good,art
1757,Sydney,Wood,female,FALSE,2,FALSE,Lawyer,76,100,94,81,60,85,73,B,78.6,good,No,good,law
1758,Donald,Fischer,male,FALSE,5,FALSE,Accountant,79,65,78,65,57,99,92,A,75.7,good,Yes,average,economics
1759,Anthony,Palmer,male,FALSE,4,FALSE,Software Engineer,92,96,92,63,73,60,81,B,78.5,good,No,good,computer science
1760,Christina,Garcia,female,FALSE,5,FALSE,Government Officer,89,73,71,97,78,99,60,C,79.9,good,Yes,average,politology
1761,Misty,Anderson,female,FALSE,3,FALSE,Banker,85,95,77,71,75,95,94,B,82.3,excellent,No,excellent,economics
1762,Shannon,Weber,female,FALSE,2,FALSE,Real Estate Developer,92,66,88,91,61,84,69,B,79.5,good,No,good,economics
1763,Jennifer,Palmer,female,FALSE,2,FALSE,Software Engineer,87,63,79,81,95,75,64,C,74.6,good,No,good,computer science
1764,Michael,Arnold,male,FALSE,5,FALSE,Accountant,77,77,97,66,87,73,75,A1,79.9,good,Yes,average,economics
1765,James,Hernandez,male,FALSE,10,FALSE,Business Owner,73,56,59,62,58,83,80,C,69,good,Yes,average,economics
1766,Erin,Cannon,female,TRUE,0,FALSE,Lawyer,91,85,81,93,100,87,77,A,87.9,excellent,No,excellent,law
1767,Nicole,Lee,female,FALSE,7,TRUE,Business Owner,76,96,89,83,78,54,61,A,78.5,good,Yes,average,economics
1768,Jacob,Ross,male,FALSE,4,FALSE,Software Engineer,86,70,94,96,74,67,60,B,80.3,good,No,good,computer science
1769,Morgan,Cisneros,female,FALSE,5,FALSE,Banker,81,77,88,92,65,92,87,A1,84.3,excellent,Yes,good,economics
1770,Amber,Stuart,female,FALSE,4,TRUE,Lawyer,98,88,88,89,90,90,90,A,90.8,excellent,No,excellent,law
1771,Tyler,Griffin,male,FALSE,3,FALSE,Software Engineer,88,67,96,70,66,76,71,B,75.8,good,No,good,computer science
1772,Daniel,Gonzalez,male,FALSE,2,TRUE,Scientist,85,83,94,100,89,68,89,C,84.8,excellent,No,excellent,science researching
1773,Joseph,Jones,male,FALSE,2,FALSE,Lawyer,90,89,96,94,100,88,85,C,90.4,excellent,No,excellent,law
1774,Jessica,Hampton,female,TRUE,5,FALSE,Game Developer,97,83,93,67,85,63,66,A1,80.7,good,Yes,average,computer science
1775,Deborah,Butler,female,FALSE,6,TRUE,Government Officer,78,84,71,93,78,78,87,A1,79.6,good,Yes,average,politology
1776,Julie,Black,female,TRUE,8,FALSE,Business Owner,53,98,90,81,61,65,93,C,79.7,good,Yes,average,economics
1777,Bryan,Dorsey,male,TRUE,10,FALSE,Business Owner,77,53,92,98,56,53,93,A,78.9,good,Yes,average,economics
1778,Chad,Gomez,male,TRUE,3,FALSE,Lawyer,97,88,94,75,66,91,64,C,81.8,good,No,good,law
1779,Andrew,Clark,male,FALSE,4,FALSE,Business Owner,88,100,58,59,96,64,87,A,75.7,good,No,good,economics
1780,Brian,Wright,male,FALSE,3,TRUE,Construction Engineer,98,67,80,68,80,88,85,B,81.2,excellent,No,excellent,computer science
1781,Jessica,Smith,female,TRUE,8,TRUE,Business Owner,92,78,78,85,94,94,73,A,84.9,excellent,Yes,good,economics
1782,Thomas,Brooks,male,TRUE,5,FALSE,Software Engineer,92,92,74,96,95,77,76,A1,84.5,excellent,Yes,good,computer science
1783,Kimberly,Knox,female,TRUE,3,FALSE,Doctor,86,99,87,88,99,89,86,B,90.7,excellent,No,excellent,healthcare
1784,Jamie,Mccarthy,male,FALSE,5,FALSE,Designer,91,69,97,76,97,81,86,B,86.1,excellent,Yes,good,art
1785,Kristen,Werner,female,FALSE,3,FALSE,Accountant,92,75,100,78,32,84,69,A,80,below average,No,below average,economics
1786,Jonathan,Weiss,male,FALSE,2,FALSE,Game Developer,82,75,93,67,69,65,74,A1,76.5,good,No,good,computer science
1787,Renee,Smith,female,FALSE,1,FALSE,Lawyer,99,81,92,86,65,99,79,A,87.8,excellent,No,excellent,law
1788,Tony,Hopkins,male,TRUE,2,FALSE,Software Engineer,95,90,65,84,86,88,94,B,86.7,excellent,No,excellent,computer science
1789,Thomas,Buckley,male,FALSE,3,FALSE,Software Engineer,100,93,99,65,72,79,88,A1,87.4,excellent,No,excellent,computer science
1790,Debra,Evans,female,FALSE,5,TRUE,Unknown,79,86,84,84,63,82,94,A,81.9,good,Yes,average,unknown
1791,Richard,Bell,male,TRUE,3,TRUE,Business Owner,80,95,96,96,94,84,93,B,90.8,excellent,No,excellent,economics
1792,Katelyn,Watkins,female,FALSE,4,FALSE,Doctor,93,81,88,90,89,95,81,B,88.9,excellent,No,excellent,healthcare
1793,Michele,Stout,female,FALSE,5,TRUE,Software Engineer,95,75,79,79,93,85,71,A1,83.6,excellent,Yes,good,computer science
1794,Lisa,Estes,female,FALSE,0,FALSE,Banker,81,92,76,81,73,92,63,C,80.5,good,No,good,economics
1795,Casey,Hall,female,FALSE,1,FALSE,Designer,75,88,63,64,84,74,72,A,72.2,good,No,good,art
1796,Joshua,Cole,male,FALSE,4,FALSE,Stock Investor,80,69,70,60,71,60,89,A,70.9,good,No,good,economics
1797,Andrew,Jackson,male,FALSE,4,FALSE,Business Owner,52,81,62,77,74,91,92,B,73.2,good,No,good,economics
1798,Karen,Rodriguez,female,FALSE,3,FALSE,Doctor,95,94,82,87,93,93,90,A,89.8,excellent,No,excellent,healthcare
1799,Sara,Johnson,female,FALSE,2,FALSE,Accountant,99,70,97,93,87,90,88,A,91.3,excellent,No,excellent,economics
1800,Alyssa,Costa,female,TRUE,5,FALSE,Software Engineer,85,87,68,74,74,85,68,B,77.4,good,Yes,average,computer science
1801,Daniel,Poole,male,FALSE,4,TRUE,Construction Engineer,96,89,86,84,64,60,66,C,76,good,No,good,computer science
1802,Ricardo,Juarez,male,FALSE,7,FALSE,Game Developer,91,63,86,81,90,98,63,A,83,good,Yes,average,computer science
1803,Tony,Castillo,male,TRUE,1,FALSE,Software Engineer,89,82,76,92,97,66,60,B,84,good,No,good,computer science
1804,Brian,Kelly,male,FALSE,1,FALSE,Doctor,98,87,96,89,100,85,91,B,93.3,excellent,No,excellent,healthcare
1805,Tyler,Moore,male,FALSE,2,FALSE,Unknown,100,82,72,97,74,75,81,B,85.2,excellent,No,excellent,unknown
1806,Sharon,Martinez,female,FALSE,2,FALSE,Business Owner,75,71,68,91,79,62,94,A,77.4,good,No,good,economics
1807,Mary,Malone,female,FALSE,3,FALSE,Real Estate Developer,74,63,74,63,78,90,83,A1,76.3,good,No,good,economics
1808,Rebecca,Huang,female,FALSE,7,FALSE,Doctor,85,99,87,85,91,88,90,B,88.6,excellent,Yes,good,healthcare
1809,Alan,Santos,male,FALSE,3,TRUE,Unknown,86,87,97,92,85,99,86,A,90.7,excellent,No,excellent,unknown
1810,Martin,Duran,male,FALSE,4,TRUE,Doctor,91,71,99,96,85,79,74,C,81.9,excellent,No,excellent,healthcare
1811,Christopher,Gutierrez,male,FALSE,2,FALSE,Software Engineer,90,76,100,73,90,64,86,C,80.5,good,No,good,computer science
1812,Brandy,Maldonado,female,FALSE,6,FALSE,Scientist,91,91,92,95,98,91,85,A1,91.7,excellent,Yes,good,science researching
1813,Brenda,Sanders,female,TRUE,6,FALSE,Business Owner,80,83,93,81,95,87,61,A,83.4,good,Yes,average,economics
1814,Drew,Mccann,male,FALSE,1,FALSE,Doctor,95,89,92,87,95,86,93,B,91.4,excellent,No,excellent,healthcare
1815,Joshua,Ayala,male,FALSE,5,TRUE,Unknown,94,97,69,81,100,68,68,A1,80.8,excellent,Yes,good,unknown
1816,Tina,Rose,female,TRUE,1,TRUE,Business Owner,54,55,50,100,77,61,78,C,66.9,average,No,average,economics
1817,William,Khan,male,FALSE,2,FALSE,Construction Engineer,87,80,85,60,96,81,83,C,81.6,good,No,good,computer science
1818,William,Avery,male,FALSE,5,FALSE,Software Engineer,100,75,72,79,61,94,82,B,80.3,good,Yes,average,computer science
1819,John,Fuller,male,FALSE,3,FALSE,Government Officer,93,99,72,79,83,87,73,C,84.5,excellent,No,excellent,politology
1820,Jeremy,Coleman,male,FALSE,3,FALSE,Doctor,99,70,89,86,92,65,64,C,76.4,good,No,good,healthcare
1821,Laura,Wright,female,FALSE,2,FALSE,Banker,99,99,90,63,63,77,60,A,80.3,good,No,good,economics
1822,David,Luna,male,FALSE,4,FALSE,Stock Investor,76,80,89,74,61,86,93,C,81.8,good,No,good,economics
1823,Christopher,Jensen,male,FALSE,0,FALSE,Software Engineer,92,100,83,74,73,66,83,A,82,excellent,No,excellent,computer science
1824,Luis,Little,male,FALSE,10,FALSE,Doctor,100,93,88,98,99,89,95,C,93.9,excellent,Yes,good,healthcare
1825,Joseph,Garcia,male,FALSE,2,FALSE,Lawyer,89,97,77,90,93,87,90,C,89.7,excellent,No,excellent,law
1826,Michael,York,male,FALSE,2,FALSE,Lawyer,97,81,71,77,90,86,80,A,82.7,excellent,No,excellent,law
1827,Debbie,Landry,female,TRUE,4,FALSE,Doctor,99,63,97,90,99,99,100,C,90.9,good,No,good,healthcare
1828,Michael,Gordon,male,FALSE,3,FALSE,Scientist,100,63,96,95,92,76,88,C,83.7,good,No,good,science researching
1829,Melissa,Harris,female,FALSE,5,FALSE,Banker,86,87,72,66,94,78,94,C,83.6,excellent,Yes,good,economics
1830,Jonathon,Wilson,male,FALSE,0,FALSE,Lawyer,77,99,94,81,80,87,98,A1,87.4,excellent,No,excellent,law
1831,Margaret,Santos,female,FALSE,1,FALSE,Government Officer,86,96,67,76,74,66,69,A,76.3,good,No,good,politology
1832,Hailey,Arroyo,female,FALSE,1,TRUE,Real Estate Developer,75,64,98,65,88,65,71,B,75.4,good,No,good,economics
1833,Steven,Webster,male,FALSE,2,FALSE,Lawyer,94,93,92,67,61,85,94,B,80.8,good,No,good,law
1834,Tina,Harrison,female,FALSE,1,FALSE,Designer,94,88,87,97,93,86,94,A,91.7,excellent,No,excellent,art
1835,Andrew,Nunez,male,FALSE,1,FALSE,Banker,89,92,75,85,65,81,69,A1,80.1,excellent,No,excellent,economics
1836,Renee,Cruz,female,FALSE,3,FALSE,Writer,89,73,96,84,96,98,77,A1,89.6,excellent,No,excellent,journalism
1837,Victoria,Taylor,female,FALSE,2,TRUE,Software Engineer,89,82,83,62,66,86,90,B,77.5,good,No,good,computer science
1838,Joseph,Dixon,male,FALSE,2,FALSE,Government Officer,81,78,82,83,63,85,75,A,79.3,good,No,good,politology
1839,Heather,Gutierrez,female,FALSE,3,FALSE,Unknown,93,73,67,100,63,92,86,C,82.5,good,No,good,unknown
1840,Cynthia,Hodges,female,FALSE,10,TRUE,Business Owner,79,95,70,92,63,57,67,A1,72.9,good,Yes,average,economics
1841,Danielle,Kelley,female,FALSE,2,FALSE,Unknown,97,86,72,81,85,70,72,B,82.6,excellent,No,excellent,unknown
1842,Michael,Mccall,male,FALSE,1,FALSE,Banker,78,66,92,61,98,76,99,A,80.1,good,No,good,economics
1843,Dylan,Edwards,male,FALSE,4,FALSE,Accountant,83,60,95,68,33,62,73,B,65.8,below average,No,below average,economics
1844,Franklin,Riley,male,FALSE,0,FALSE,Stock Investor,86,95,61,96,89,99,84,A,85.3,good,No,good,economics
1845,Caitlin,Duncan,female,FALSE,1,FALSE,Artist,87,78,74,75,95,69,99,A,81.3,excellent,No,excellent,art
1846,Robin,Reeves,female,FALSE,6,FALSE,Lawyer,81,82,69,94,88,95,84,A,83.7,excellent,Yes,good,law
1847,Rebecca,Gibbs,female,FALSE,0,FALSE,Government Officer,83,73,83,66,93,68,89,A1,78.9,good,No,good,politology
1848,Peter,Santos,male,FALSE,2,TRUE,Banker,81,85,91,94,97,93,65,A,87.2,excellent,No,excellent,economics
1849,Daryl,Arnold,male,FALSE,1,TRUE,Designer,65,95,89,96,78,85,80,A1,82.7,excellent,No,excellent,art
1850,Michael,Davis,male,FALSE,2,FALSE,Lawyer,83,91,76,71,82,82,79,A1,80.5,excellent,No,excellent,law
1851,Leslie,Cox,female,FALSE,3,TRUE,Doctor,98,79,87,86,98,85,85,C,86.7,excellent,No,excellent,healthcare
1852,Jamie,Carter,female,FALSE,0,FALSE,Doctor,83,84,91,84,85,91,92,C,87.7,excellent,No,excellent,healthcare
1853,Shane,Payne,male,FALSE,1,FALSE,Software Engineer,85,60,85,76,90,75,93,A1,80.9,good,No,good,computer science
1854,Kimberly,Haley,female,FALSE,10,FALSE,Business Owner,68,66,82,63,91,67,89,B,74.8,good,Yes,average,economics
1855,George,Duran,male,FALSE,1,FALSE,Government Officer,86,82,60,65,83,69,78,C,75.2,good,No,good,politology
1856,Donald,Carney,male,FALSE,1,FALSE,Government Officer,83,87,87,80,81,79,98,A,84.5,excellent,No,excellent,politology
1857,Michelle,Brown,female,FALSE,2,FALSE,Unknown,92,92,99,87,100,88,97,C,93.2,excellent,No,excellent,unknown
1858,Elizabeth,Hawkins,female,FALSE,0,FALSE,Real Estate Developer,91,66,91,62,70,87,90,C,80,good,No,good,economics
1859,Johnny,Gomez,male,FALSE,9,TRUE,Business Owner,53,95,87,60,68,74,68,A,70.5,good,Yes,average,economics
1860,Christopher,Mcconnell,male,FALSE,2,TRUE,Lawyer,73,85,80,64,69,95,64,A,74.7,good,No,good,law
1861,Kyle,Rodriguez,male,FALSE,0,FALSE,Banker,97,95,91,97,96,90,67,A1,91.1,excellent,No,excellent,economics
1862,Rhonda,Cook,female,FALSE,0,FALSE,Government Officer,91,97,72,62,86,78,72,B,79.7,good,No,good,politology
1863,Nathan,Fitzpatrick,male,FALSE,1,FALSE,Banker,91,65,75,60,93,79,82,A1,79,good,No,good,economics
1864,John,Mitchell,male,FALSE,9,FALSE,Writer,81,72,87,84,97,94,89,C,85.9,excellent,Yes,good,journalism
1865,Billy,Compton,male,FALSE,1,FALSE,Software Engineer,92,99,100,64,100,65,99,B,87.5,good,No,good,computer science
1866,Richard,Chavez,male,FALSE,5,FALSE,Business Owner,85,53,95,76,61,88,82,C,76.3,good,Yes,average,economics
1867,Victor,Andrade,male,FALSE,1,FALSE,Construction Engineer,83,60,80,92,84,60,70,A,78.4,good,No,good,computer science
1868,Gregory,Lee,male,FALSE,2,FALSE,Unknown,92,85,78,87,64,79,74,C,79.7,good,No,good,unknown
1869,Alexandra,Blackburn,female,FALSE,3,TRUE,Real Estate Developer,80,88,94,60,65,63,91,A1,77.8,good,No,good,economics
1870,Kristopher,Murray,male,FALSE,1,TRUE,Accountant,87,81,69,82,70,62,66,B,75.6,good,No,good,economics
1871,Wanda,Pearson,female,FALSE,0,FALSE,Scientist,88,61,95,91,99,64,90,A1,83.5,good,No,good,science researching
1872,Denise,Rose,female,TRUE,6,FALSE,Business Owner,41,83,54,87,97,65,69,C,71.3,average,Yes,below average,economics
1873,Andrew,Reed,male,FALSE,3,FALSE,Banker,87,93,88,97,91,88,88,B,90.7,excellent,No,excellent,economics
1874,David,Castro,male,FALSE,1,TRUE,Doctor,89,95,97,99,87,90,91,A1,92.4,excellent,No,excellent,healthcare
1875,Tim,Duncan,male,TRUE,5,TRUE,Business Owner,89,53,77,96,76,63,90,C,75,good,Yes,average,economics
1876,Joshua,Walker,male,FALSE,2,FALSE,Real Estate Developer,53,97,81,86,71,87,78,C,81.5,good,No,good,economics
1877,Julie,Rogers,female,FALSE,3,FALSE,Scientist,92,88,99,92,89,66,76,C,83.2,excellent,No,excellent,science researching
1878,Gina,Gilbert,female,FALSE,3,FALSE,Banker,85,84,66,66,78,98,69,B,77.5,good,No,good,economics
1879,Miguel,Nicholson,male,FALSE,2,FALSE,Software Engineer,89,67,93,83,65,94,67,B,79.5,good,No,good,computer science
1880,Daniel,Murray,male,FALSE,1,FALSE,Business Owner,98,92,82,56,71,79,89,A,80.3,good,No,good,economics
1881,Lauren,Ellis,female,FALSE,5,FALSE,Business Owner,66,52,71,76,67,72,60,A1,67.3,good,Yes,average,economics
1882,Bridget,Martin,female,FALSE,2,FALSE,Lawyer,90,96,95,80,93,95,67,C,87.4,excellent,No,excellent,law
1883,Maureen,Hart,female,TRUE,2,FALSE,Teacher,84,93,74,76,95,90,64,C,82.3,good,No,good,teaching
1884,Sabrina,Davis,female,FALSE,7,FALSE,Lawyer,88,81,73,70,60,95,68,C,77.9,good,Yes,average,law
1885,Richard,Davis,male,FALSE,3,FALSE,Unknown,66,61,97,61,60,61,98,C,72.4,good,No,good,unknown
1886,Angela,Koch,female,FALSE,2,FALSE,Teacher,86,63,82,61,96,98,83,C,81.3,good,No,good,teaching
1887,William,Smith,male,FALSE,9,FALSE,Business Owner,60,72,66,95,67,78,94,C,77.6,good,Yes,average,economics
1888,Catherine,Coffey,female,FALSE,10,FALSE,Business Owner,41,59,69,70,100,65,72,C,67.2,average,Yes,below average,economics
1889,Christopher,Pace,male,FALSE,2,FALSE,Software Engineer,94,62,66,95,66,64,62,B,76.4,good,No,good,computer science
1890,Rachel,Reeves,female,FALSE,3,FALSE,Artist,64,69,79,89,72,64,82,A1,72.6,average,No,average,art
1891,Jillian,Arroyo,female,TRUE,4,FALSE,Game Developer,99,97,87,93,79,83,94,C,90.6,excellent,No,excellent,computer science
1892,Patricia,Douglas,female,TRUE,6,FALSE,Business Owner,46,53,92,71,90,76,81,A,71.8,average,Yes,below average,economics
1893,Brandon,Butler,male,FALSE,1,FALSE,Software Engineer,89,87,81,67,93,98,68,B,83.2,excellent,No,excellent,computer science
1894,Erica,Valdez,female,FALSE,6,FALSE,Designer,83,79,87,66,78,93,82,B,79.5,good,Yes,average,art
1895,Alexis,Byrd,female,TRUE,5,FALSE,Business Owner,51,55,87,51,77,87,65,A1,69.8,good,Yes,average,economics
1896,James,Simpson,male,FALSE,5,FALSE,Accountant,79,90,82,92,70,60,80,B,79.4,good,Yes,average,economics
